shipmentid,orderid,shipmentdate,estimateddeliverydate,actualdeliverydate,carrier,trackingnumber
333,184,2023-11-19,2023-07-08,2022-02-09,UPS,583ef7a0-52f7-4aaf-9c16-41e00c9cdb82
334,100,2020-04-01,2022-02-16,2020-02-06,DHL,1ed5c3e9-df63-468b-80c8-16169311f467
335,2164,2022-12-14,2020-05-12,2020-08-02,DHL,
336,285,2021-01-22,2022-05-22,,Local Courier,a45daa66-5d91-485e-8347-90a5234ece13
337,2085,2022-09-08,2021-09-11,2020-01-08,USPS,
338,420,2022-08-22,2022-09-07,,USPS,
339,2557,2021-05-13,2021-02-18,2023-08-22,USPS,0f117d8a-6f67-48a6-af14-8408e4428bb8
340,2960,2020-01-06,2020-07-11,2023-01-25,Local Courier,
341,680,2021-02-03,2021-07-16,2020-10-24,Local Courier,
342,1841,2023-04-02,2022-12-02,,DHL,8031c533-7b65-4674-9cb6-6f7978c7de86
343,214,2023-07-12,2023-10-25,,UPS,
344,2240,2023-06-30,2022-11-08,2020-09-05,UPS,
345,1050,2021-11-28,2020-09-04,,FedEx,
346,1060,2020-10-20,2023-07-06,,UPS,457eb1df-0ed7-4101-8e7a-c8b75d5a0417
347,1599,2022-09-05,2021-07-11,,DHL,
348,2270,2023-11-08,2020-05-26,2023-10-26,UPS,4f2ce6de-37a8-404b-9de8-9a904e3d83cd
349,1979,2022-07-22,2023-05-09,,USPS,
350,689,2021-02-11,2022-07-07,2023-07-11,FedEx,9e09e922-ae46-4f50-ba73-3affc854cf9d
351,2886,2022-04-14,2020-01-10,,DHL,
352,934,2023-09-07,2023-09-11,,DHL,
353,397,2020-04-26,2021-07-02,,Local Courier,af9f0f57-6f2e-42f3-8f0f-4876611e7fc1
354,342,2021-09-15,2021-10-13,,USPS,
355,2928,2021-02-06,2021-09-12,,UPS,3ba1e340-8fd9-4dc9-8f9f-58e779b1b791
356,411,2021-03-25,2023-10-12,2022-06-29,Local Courier,
357,2845,2020-10-26,2021-01-21,,USPS,
358,1949,2023-07-09,2022-07-20,,DHL,
359,284,2023-04-16,2022-03-01,,DHL,
360,3013,2020-05-02,2020-11-19,,UPS,
361,222,2021-10-07,2021-09-04,2020-05-01,Local Courier,
362,2029,2020-08-10,2022-11-25,,UPS,21e34a1a-ac3a-4268-88bb-e0a3a30c0742
363,1300,2022-06-15,2021-10-01,,DHL,d292a46f-e068-40db-9a66-3ef3eedb80e4
364,2800,2022-06-12,2022-11-10,2023-02-17,Local Courier,
365,2518,2022-03-02,2021-04-03,,DHL,
366,2484,2020-07-26,2022-12-15,2023-11-21,FedEx,
367,956,2021-08-09,2021-04-13,2022-12-01,Local Courier,8789718a-c773-4696-a3ac-32cb7407c30d
368,2797,2022-09-20,2023-09-12,,UPS,98dc34e9-5a24-4e09-a563-ec336d7e1dac
369,264,2023-08-04,2020-05-03,2020-12-28,Local Courier,
370,641,2021-01-05,2023-02-23,,FedEx,
371,120,2022-11-04,2020-04-11,2021-03-25,FedEx,0ebfc13e-b53f-4d73-9a1e-032372a72f3b
372,2840,2023-10-08,2020-04-08,2021-11-28,DHL,
373,697,2020-07-06,2023-08-14,,DHL,
374,2532,2021-12-04,2023-05-30,2023-12-08,DHL,efbf987d-444b-47e3-95e9-14470bc96aab
375,846,2021-09-14,2023-11-17,,Local Courier,dd69ad52-44b7-44a0-97d4-e497692b2767
376,436,2023-09-09,2020-06-03,,FedEx,
377,1803,2020-10-10,2021-01-21,,DHL,fb152658-13bc-4227-b7de-e24cd57894b5
378,738,2020-02-04,2021-02-12,2023-10-13,Local Courier,
379,2886,2020-11-15,2023-05-18,,Local Courier,
380,3056,2023-09-06,2022-03-22,2022-02-05,FedEx,774c1fc4-ea40-44d3-aaab-e7c1909f33c7
381,1051,2023-09-27,2022-02-01,2021-11-14,Local Courier,dc7d700f-79e9-4f7a-acfb-a385d89a236f
382,2336,2020-08-05,2020-02-10,,UPS,c9e9dfc3-4a33-40fb-98b8-0e0cbd0c5020
383,540,2022-07-22,2023-04-04,2023-11-30,USPS,
384,3018,2023-11-01,2023-09-09,,Local Courier,
385,1494,2023-03-14,2020-05-29,,UPS,
386,631,2023-06-01,2022-01-03,,Local Courier,6dfe9c9c-5a15-435f-b7aa-b9c8a73032f0
387,2490,2021-05-27,2021-04-07,,FedEx,6e38e4fd-4f6f-4a78-b438-1f96f3e5b01d
388,386,2023-07-27,2022-08-10,,FedEx,df22fe6d-0166-48bf-a766-c17990923a7f
389,2134,2023-10-10,2021-03-20,,USPS,b82807c9-2ac2-42de-8603-1a952b62799a
390,1151,2021-05-01,2020-05-19,2020-05-29,Local Courier,7eff5f74-0084-456d-b415-9c8f0decc846
391,1875,2021-02-17,2022-12-18,,Local Courier,14262d53-37a9-49af-be01-9729b5a8601d
392,1795,2021-10-17,2023-11-18,2021-04-24,USPS,
393,634,2023-03-17,2021-11-21,2022-11-07,UPS,
394,2685,2022-11-30,2022-12-31,,Local Courier,7b2cf75a-c17f-44d5-88ad-d8fd83ce34e7
395,2599,2020-01-09,2020-04-12,,DHL,60f9ff1f-4777-41ed-ae82-e9dd7ca45ae4
396,1472,2022-01-17,2023-08-15,,UPS,63e29432-00ad-43ef-84db-f51dd993177d
397,1431,2021-03-24,2021-05-18,2022-12-12,UPS,efbd363e-042d-40cc-945e-a6c75fa22bb6
398,1306,2021-04-18,2022-12-04,2022-04-19,USPS,
399,622,2023-02-02,2021-12-13,,UPS,4ae584e1-3946-4ccb-a675-f112dacbdf40
400,620,2021-03-28,2022-12-31,,Local Courier,0adb8646-6d32-4d0b-a662-faa266350039
401,2285,2021-02-14,2022-09-29,,FedEx,
402,3026,2022-12-01,2023-07-29,,Local Courier,
403,1737,2021-01-18,2020-07-16,,Local Courier,cec13ed9-7935-42b2-9bf2-c3fd4d7dfe0e
404,1975,2023-02-10,2020-07-31,2021-12-16,UPS,2b9c3f76-0acd-450d-945e-992354bd488d
405,2726,2023-12-02,2023-01-03,2021-08-28,USPS,
406,403,2022-06-08,2022-02-23,,DHL,d7789dce-3b0c-47d7-846e-6539da53c779
407,2359,2023-01-13,2022-03-21,2021-02-22,UPS,
408,1764,2022-09-25,2022-06-17,2023-05-06,UPS,d5a6036c-5bf6-4377-8d15-64bca58645c8
409,1374,2022-05-30,2020-08-18,,UPS,
410,69,2021-02-04,2020-02-25,,USPS,d2596a63-27b5-41e0-9fe7-3e373cb96e07
411,444,2023-01-24,2022-07-01,,Local Courier,ee6ace14-becc-435f-9a7b-6c7f7fed243f
412,2155,2023-04-04,2020-04-16,2021-05-19,Local Courier,
413,2133,2021-05-05,2020-02-04,,UPS,6f4e3f28-92c9-420c-91af-799dac632c32
414,1525,2021-02-28,2022-07-04,,DHL,
415,558,2022-05-22,2021-03-19,2023-09-30,UPS,
416,675,2023-10-01,2020-11-12,2022-09-14,UPS,
417,458,2023-10-15,2022-05-11,2022-07-09,FedEx,
418,2814,2020-09-24,2022-05-08,,DHL,51a80a49-78d0-4d8f-b3c6-71d41e58cdee
419,2859,2020-01-01,2021-11-03,,DHL,
420,2979,2020-06-29,2021-01-17,2020-12-14,Local Courier,4afb4842-ad9b-41cf-9574-08d416063565
421,759,2023-09-16,2021-01-04,2020-05-04,Local Courier,
422,2162,2020-08-19,2022-01-05,2022-04-19,FedEx,
423,3076,2020-10-03,2023-06-19,,UPS,928fbd73-1fc4-4bd1-914f-ae6f5cfb0593
424,331,2022-09-24,2021-06-09,2022-07-26,FedEx,6fc4c56b-ab2f-4109-b5a6-741e0bcafff7
425,1451,2020-03-17,2023-04-01,2023-12-12,USPS,1324706d-9032-4aba-aee6-24cdeded8c64
426,2508,2021-10-07,2022-09-11,,USPS,
427,205,2021-04-22,2022-11-28,,DHL,7e38a528-9704-403a-a0b6-669d27e51c10
428,2790,2020-07-19,2022-05-18,2020-08-21,Local Courier,1a68f8a6-eb43-4f19-9cce-e024e9d97497
429,1257,2023-12-30,2023-07-14,,USPS,
430,2462,2020-03-04,2023-03-31,,FedEx,c84302e4-f2bc-437e-b01b-1bfb790548db
431,2548,2021-03-11,2020-08-29,,FedEx,
432,2769,2023-11-16,2022-10-23,2020-11-17,USPS,
433,532,2023-11-22,2020-03-30,2023-07-12,Local Courier,
434,1201,2023-10-22,2021-09-20,,FedEx,52166f0e-2af1-429d-a46e-0c044b2bbf1c
435,1249,2020-09-18,2023-09-11,2021-11-30,DHL,cdc11061-a1f1-434c-874a-60e223beec6b
436,1962,2021-08-04,2023-11-01,2021-10-09,USPS,a8bc6d3e-6d55-41d4-9afc-a1c65567f1bb
437,1727,2022-06-15,2023-02-12,2023-09-25,USPS,
438,58,2021-03-18,2023-12-03,2020-02-21,UPS,
439,1108,2021-03-29,2022-12-06,2020-10-11,FedEx,7833d828-a019-49fc-ab75-97920a693625
440,269,2022-05-24,2020-12-20,,Local Courier,296a589e-a0fc-4941-b7e0-1c5555b3cc8d
441,2833,2021-11-16,2020-01-13,,Local Courier,
442,1515,2022-06-26,2020-01-21,,UPS,3ea65892-4013-455f-b557-74f6bc759f8b
443,1495,2020-11-19,2023-02-09,,Local Courier,
444,2779,2022-06-03,2022-08-16,2022-08-08,DHL,d11af98d-2b86-4d74-a140-a71c3fa86e25
445,699,2021-06-19,2021-12-24,2023-02-17,Local Courier,54d1efcb-1f9f-41bc-857b-4d952ecc2612
446,670,2023-09-01,2021-11-24,2023-09-22,USPS,40264bcd-0000-483f-892c-58d01b1351e3
447,1766,2022-03-25,2021-11-07,2022-04-26,DHL,d6af4f5c-0a66-46ec-91ae-3e4beedca372
448,1182,2023-04-25,2022-11-16,,DHL,
449,2731,2022-08-18,2020-03-31,2020-10-15,Local Courier,
450,3062,2020-03-24,2022-09-16,,Local Courier,792f9d98-66a1-457c-92ba-6e4ea7c312bf
451,2493,2021-04-11,2023-04-28,,FedEx,
452,2161,2021-07-07,2020-04-30,,UPS,44038734-e840-4332-b4a5-3c60ba9c8b00
453,3035,2022-11-26,2023-03-06,2022-10-28,Local Courier,64842d19-b6aa-4f47-8f08-b685c0b51caa
454,1761,2022-01-22,2021-07-16,2022-11-09,FedEx,
455,2303,2023-06-02,2020-04-17,2020-04-19,UPS,4791d90b-2abe-4a40-a08c-b21a283dd53a
456,2948,2023-02-14,2021-03-26,,UPS,7f6cb223-53c0-4592-9758-8200ed963b2e
457,1872,2020-11-28,2023-06-23,,FedEx,10d83079-aad3-4f09-a89c-579dbc15a59b
458,702,2023-10-09,2022-08-27,2021-04-20,UPS,7a8521ec-14ec-4be3-aed8-55a78dd5a93f
459,2036,2022-12-01,2023-12-01,,Local Courier,1f21cc88-a6de-4beb-b4b9-0416d1eea7eb
460,725,2020-02-26,2020-01-15,2023-12-03,UPS,
461,1210,2023-09-04,2022-11-09,2022-07-31,FedEx,a3fff135-fe9f-44f4-a327-cc913f7ee551
462,2462,2020-08-15,2021-12-04,2021-12-31,UPS,12475816-fdb8-45d5-b6d1-8af5cc27fe40
463,184,2023-04-22,2022-01-29,,DHL,
464,591,2021-04-12,2020-04-16,,UPS,
465,1281,2021-09-03,2023-04-29,2022-03-12,Local Courier,be4386ed-aba1-453f-81dd-84941c2eaa68
466,2916,2023-06-28,2023-01-26,2020-04-29,FedEx,
467,2180,2020-03-21,2020-07-19,2021-07-31,FedEx,
468,1776,2021-05-12,2020-04-21,,DHL,62ffe3ec-feec-46fc-baef-cc0035bc1b92
469,1974,2023-12-10,2023-12-18,2020-12-01,USPS,86a27bef-9c35-432b-99af-5ba8c92a3a3c
470,2668,2022-02-21,2022-08-10,,UPS,
471,1179,2020-01-17,2022-03-24,,FedEx,27c90689-f27e-4f7d-885d-b3e1d26431a1
472,2617,2021-07-23,2020-09-28,,FedEx,9b4fb72a-ca00-48b5-874a-46992a00b09a
473,1981,2022-06-11,2023-09-28,2022-03-27,UPS,551203ea-4756-4238-b9e0-4bf72dbaa230
474,1747,2020-01-03,2020-12-09,,USPS,54e70e8b-273a-46e1-8729-da17db63ca70
475,495,2023-03-04,2022-03-13,,DHL,
476,1520,2022-01-19,2023-11-12,2021-02-09,DHL,1eb5d79e-da74-4a7e-8113-2640df7fecbb
477,2506,2021-04-21,2022-08-11,2020-10-26,FedEx,05ad520c-ee3d-4be5-bb31-3507be17b3fe
478,2812,2020-05-05,2020-04-13,2022-12-22,Local Courier,da73cbdd-9be6-4dcb-bdf0-e7510f8f5072
479,1169,2020-05-03,2022-12-22,2022-10-16,UPS,1e38a694-cd03-4fdc-9815-63ac575d0b84
480,1489,2023-08-25,2022-11-26,,FedEx,
481,184,2021-07-29,2020-06-06,,Local Courier,e65c27b8-c75b-4180-83a4-281ae2f1b5a4
482,1886,2021-04-01,2020-04-17,2022-08-03,Local Courier,de733c24-4907-47f5-961b-e17f96fd4f54
483,2763,2021-11-01,2020-01-10,,DHL,
484,824,2021-08-13,2021-04-20,2021-03-08,FedEx,b1c7380a-ac1e-4e21-9875-04c041041b72
485,1098,2020-07-27,2021-08-18,2020-06-26,FedEx,eba180e6-1b09-4a52-baad-292df646d969
486,1172,2021-08-05,2021-06-27,2023-07-26,USPS,
487,1368,2023-04-11,2023-10-20,,USPS,
488,2090,2022-04-12,2021-05-17,,Local Courier,68005bcc-1592-4d7c-8a72-53c521100ef3
489,366,2020-04-09,2023-05-24,,FedEx,71d5b8e7-7c7b-426a-96ab-b8214758dcf4
490,1911,2022-11-19,2022-03-09,2023-10-15,DHL,
491,1034,2023-12-02,2021-10-14,,Local Courier,9447a11e-1103-475e-9570-b906fdb731c6
492,1997,2023-10-05,2023-11-14,,FedEx,60c9474f-2252-44e5-b2b9-075692027ea2
493,2579,2022-06-08,2023-01-30,2023-10-19,USPS,06b18306-ae0f-49da-8f34-346ccdd14b30
494,1019,2021-07-20,2023-06-16,2021-04-26,Local Courier,ef212440-0ee3-4729-ba3b-90ba50416a3c
495,804,2022-11-14,2023-02-17,,USPS,
496,2921,2023-05-05,2022-09-24,,UPS,f7f2bd67-f8f7-4966-b05d-951e0d1fdab7
497,1144,2021-07-30,2020-09-16,2023-11-21,Local Courier,0579a5f8-a734-441d-9018-ee3ff023b14c
498,143,2021-08-17,2020-06-20,,USPS,333ea490-7e52-45e0-adc6-41a37544869c
499,1325,2020-08-18,2021-02-04,,UPS,
500,2119,2020-02-27,2022-03-15,2021-06-15,UPS,
501,560,2022-03-05,2020-07-18,2022-07-13,DHL,
502,3071,2021-08-28,2021-02-23,,Local Courier,
503,435,2023-11-06,2021-02-12,2021-08-24,DHL,7c44ec81-1251-4171-a6a5-c0ba586b1bec
504,629,2022-04-06,2021-06-08,,DHL,27f255be-1750-4150-8f52-212210b8a147
505,1731,2020-01-11,2022-11-27,,DHL,
506,1080,2021-11-08,2020-10-22,2021-05-14,UPS,a2af874c-ad3d-4abb-b6c2-953a1c7e170d
507,716,2020-10-14,2021-01-27,,FedEx,dc10079a-005c-4047-a7ab-53f62bddaf0f
508,942,2020-12-13,2021-05-14,,DHL,
509,1541,2022-08-19,2020-12-28,,DHL,a2d7ed59-c843-4739-861b-444f21a7c689
510,1166,2021-02-04,2022-07-07,2023-10-01,FedEx,
511,91,2021-04-17,2022-08-20,,FedEx,106cf653-2875-4813-a361-9d67bbfa55a6
512,2874,2023-01-16,2022-01-13,2023-11-29,DHL,6dd2051d-50a8-48f4-b4b3-467638df8e9e
513,2966,2023-03-28,2021-03-06,2022-11-02,UPS,
514,516,2021-08-05,2023-03-27,,Local Courier,af279c14-85f1-4d19-a3b0-c1d666a9aba1
515,2009,2023-04-11,2021-04-30,2022-05-15,USPS,
516,521,2022-09-06,2023-11-23,,FedEx,8020f2aa-1747-4a23-b278-be92556c8bf1
517,2241,2021-10-07,2023-11-30,2022-03-09,FedEx,
518,2778,2020-09-01,2020-06-05,2021-11-04,DHL,
519,2101,2023-05-05,2021-06-27,,DHL,
520,2476,2023-03-07,2022-07-29,,UPS,
521,2032,2022-10-21,2022-05-28,2020-11-27,UPS,4ed702e6-f65f-4072-bb14-10b8eb30075e
522,1476,2020-03-26,2022-05-19,2022-03-07,FedEx,
523,1638,2021-12-18,2022-03-12,,Local Courier,2a33b40c-7f01-4692-88d9-12da6e1b8649
524,2908,2022-09-03,2023-03-04,2020-04-23,FedEx,
525,3091,2020-01-24,2021-12-14,,UPS,
526,2964,2021-07-13,2020-07-11,2021-03-15,FedEx,53ecaf2a-0fba-4a17-aa48-c170b223b405
527,398,2020-03-01,2023-11-17,2022-12-31,UPS,
528,1460,2022-03-12,2021-02-05,,UPS,
529,1154,2020-07-09,2022-08-22,,Local Courier,14892d70-05b1-44fe-9e39-112e6efd018c
530,1599,2022-01-05,2022-02-26,,Local Courier,b0917914-f00c-4fe8-a29b-87451ac1aa0a
531,2042,2023-02-08,2020-12-04,,DHL,88d11445-c20e-4217-9a5f-fcb814ee3422
532,2816,2021-01-13,2022-01-18,,Local Courier,
533,852,2020-11-28,2022-05-29,2020-11-09,USPS,f214e5e3-3290-4ea9-baad-270a4b4913ec
534,270,2023-05-09,2022-04-04,,Local Courier,
535,2474,2021-02-14,2022-08-21,2023-04-01,Local Courier,fcd3341e-4260-4633-94ae-07e7d5d1fe93
536,2320,2020-06-24,2021-03-21,2023-08-04,Local Courier,ca240232-e602-4d09-9426-d0ce88f65b30
537,1390,2021-04-22,2022-01-17,,USPS,61fc329a-8535-47e1-a959-1a8b93f2d992
538,1738,2020-10-30,2020-06-28,,USPS,51d6e049-9a93-48e4-9edf-9f5d8d5959d3
539,882,2020-08-07,2023-05-02,2023-09-15,UPS,40b1399f-3014-422d-af01-5e5aa3f30424
540,972,2022-05-20,2020-03-29,,DHL,
541,992,2021-08-27,2020-12-27,2022-08-06,UPS,a1eca053-bbcf-470e-a8e7-49f85bde007d
542,2703,2023-07-19,2021-05-04,,UPS,07cd0412-ed0c-4635-802d-a9e92d6a2533
543,2171,2021-01-10,2022-12-22,2021-12-19,Local Courier,
544,2042,2020-01-20,2022-03-25,,Local Courier,8f2613fb-fd63-41f3-8ac2-c107d11dbf44
545,2646,2022-05-31,2021-08-13,,UPS,
546,1503,2021-08-09,2022-08-17,,USPS,d32422bf-c727-4650-bed8-54ea91f42176
547,1613,2021-09-07,2022-10-27,,UPS,
548,1779,2023-05-20,2021-07-05,,FedEx,
549,109,2023-08-14,2023-10-21,2021-01-20,USPS,
550,2862,2021-11-06,2020-01-30,,DHL,2ac97c0e-0ff5-43ca-b96a-a6a83c55733f
551,1895,2022-10-10,2021-05-29,,DHL,91fd86eb-163c-4ef6-ab4b-3149ed6c9380
552,2706,2021-01-09,2021-12-20,2020-02-16,UPS,
553,2301,2022-03-25,2021-01-11,2022-08-12,FedEx,
554,1079,2020-10-11,2021-10-29,2020-01-24,UPS,e80bbea0-69ac-4517-8f77-dbaf12253252
555,1847,2022-09-19,2023-03-02,2023-05-01,USPS,
556,2465,2022-07-12,2023-08-27,,DHL,e1757250-0a2f-4721-8694-8c6133c9ff90
557,1369,2023-11-05,2023-01-05,2023-05-13,FedEx,59da3b64-9494-43c0-9440-044a871aa851
558,1817,2021-10-08,2021-07-23,,USPS,
559,2536,2023-08-28,2022-03-09,,Local Courier,
560,1890,2022-06-03,2020-10-28,,USPS,
561,2319,2023-12-02,2020-04-03,2020-03-10,DHL,ee5166c0-3490-44b1-add3-2d5bf7400dd3
562,804,2021-06-25,2022-12-21,,Local Courier,d921fd0a-3354-450a-b926-b9d6e5740ddf
563,947,2023-05-21,2021-10-11,,FedEx,
564,1747,2021-04-18,2020-01-22,,UPS,
565,2411,2022-10-09,2022-07-08,2023-11-14,USPS,db8150c1-d754-4da0-bfc4-5b493fbb9e7a
566,85,2023-02-26,2023-05-23,2022-11-04,UPS,
567,3049,2022-05-20,2023-11-27,2021-07-21,UPS,d1c842ef-1a77-46c9-99e9-04e91d00e541
568,3048,2020-01-01,2023-05-22,,DHL,
569,2223,2020-09-11,2021-09-08,2022-07-07,DHL,8efabf7c-4300-4f41-9c6a-4bbd6612ac29
570,2804,2021-02-18,2020-07-27,,USPS,
571,1347,2021-12-29,2022-08-15,,UPS,769eb3ee-5557-460a-8822-364da50237bd
572,2049,2020-04-23,2023-06-28,2022-02-17,DHL,c8e05b1c-c439-4802-972c-56f81a9e685c
573,2467,2023-07-12,2021-05-31,2023-09-18,FedEx,
574,1814,2022-04-06,2021-12-10,2020-10-13,Local Courier,
575,270,2021-07-27,2023-10-27,2020-08-15,UPS,c6995da2-4f4b-4b5d-96fd-acc9d0756e8d
576,1325,2020-06-07,2020-12-20,2022-03-08,Local Courier,bb844317-e6e5-4f82-b4bf-69a944e25df8
577,1570,2021-07-17,2021-07-30,,DHL,
578,1581,2022-07-07,2021-08-02,,DHL,
579,308,2020-12-23,2020-08-18,2023-02-25,FedEx,
580,655,2020-09-22,2020-02-06,,Local Courier,c8cc940d-f1a4-455a-ae7f-df448ffa6b4e
581,2795,2023-11-03,2022-10-22,,UPS,
582,2842,2020-03-06,2023-07-28,,UPS,f0c42f87-5497-4b92-8963-b0eb1ecd6b75
583,115,2023-11-03,2021-02-10,,USPS,ac9dee47-ef44-413a-abc2-d6ff132a298b
584,2983,2022-02-09,2023-08-12,,UPS,
585,1155,2021-06-12,2021-06-07,,USPS,37b85b1d-7e7e-4276-81a2-711253946049
586,2432,2021-03-24,2021-01-13,,Local Courier,
587,1059,2022-08-23,2022-03-11,,UPS,
588,1054,2020-10-21,2023-11-26,,FedEx,
589,2236,2020-04-18,2023-08-22,2022-03-28,DHL,
590,2832,2020-08-30,2020-05-08,2023-03-25,FedEx,
591,1813,2022-01-17,2023-06-15,,Local Courier,
592,519,2022-12-29,2022-03-14,2022-12-13,Local Courier,
593,115,2023-12-25,2021-01-11,,USPS,689a7131-07ab-4ad4-b3b8-a009ad38da50
594,1872,2022-09-25,2022-09-26,,DHL,
595,3057,2020-07-09,2021-04-01,2023-08-29,FedEx,
596,927,2023-11-11,2023-03-11,2022-08-01,FedEx,5e4dbbbc-72b0-45db-9b68-95f4492fb7b3
597,148,2021-10-04,2022-07-17,,USPS,
598,1718,2023-08-26,2023-12-14,,UPS,908e46dc-9c12-47bf-aebe-57764ac09c7d
599,2734,2020-12-17,2023-02-28,,DHL,
600,2660,2023-08-22,2023-07-16,2023-04-15,USPS,049e9493-00ce-47d5-9af8-c00d041027a6
601,29,2021-11-28,2020-10-02,2020-10-25,UPS,4bcf8677-d845-40a1-a00d-0ee8ad3fd138
602,1593,2020-12-28,2023-10-01,2022-07-11,UPS,f86e2bb4-b3ab-4540-9fbd-faa440befbc0
603,1613,2020-06-08,2022-11-30,,USPS,
604,2426,2020-07-03,2023-02-20,2021-11-07,Local Courier,cae4f0c3-e37a-45fc-8a29-af7b287c4ce6
605,729,2021-12-13,2022-07-10,2023-08-18,FedEx,
606,824,2020-09-24,2023-04-07,2020-06-03,DHL,
607,462,2022-03-17,2023-06-20,2022-07-19,DHL,
608,2790,2022-06-26,2022-11-13,,DHL,bc7f4bab-d54b-40c7-895d-bd5f9f65a291
609,1095,2021-06-09,2022-05-18,,USPS,
610,1917,2020-04-04,2022-05-05,2023-07-09,USPS,
611,933,2022-04-04,2020-07-03,2022-04-09,Local Courier,5eecaeea-8b31-4a33-a6bf-24d140616400
612,914,2021-09-20,2020-02-20,2023-04-11,Local Courier,c68a6f8e-6a40-4ab1-aba1-21ec55c9832a
613,2267,2022-08-29,2021-07-24,2021-03-01,DHL,
614,1939,2023-03-10,2021-01-25,2022-10-23,UPS,9e5d115e-e7ed-4df1-ab59-b94950ae45bb
615,1608,2022-05-25,2022-04-10,,USPS,f3bd3d77-1962-4bee-9fe1-5e542a209525
616,242,2023-09-27,2020-02-15,,DHL,
617,128,2023-10-25,2020-05-09,,FedEx,
618,2357,2023-10-08,2021-11-02,,DHL,
619,2557,2022-08-27,2023-05-12,,DHL,
620,896,2020-03-13,2021-07-02,,FedEx,f8171f85-2180-4b06-99ab-b28f80a09927
621,2980,2020-05-27,2020-06-13,,UPS,751b0bdc-c25c-475e-aa62-86e30b0b29ff
622,1121,2023-03-22,2023-10-10,2020-10-24,FedEx,
623,2576,2022-11-17,2021-11-15,2022-01-01,UPS,
624,1613,2021-03-07,2022-12-26,,FedEx,
625,1321,2021-12-17,2022-11-02,2023-05-03,UPS,
626,195,2020-06-18,2021-02-19,2021-12-11,UPS,922c1cf4-5c40-47fa-9013-7865aac838e6
627,406,2021-02-26,2022-02-11,2022-01-25,USPS,63e3f1ae-4e2a-4c7e-b67d-d3b0d53e700a
628,2067,2021-06-28,2023-02-18,2022-03-14,Local Courier,
629,651,2023-04-10,2022-01-03,2021-06-15,DHL,bab1b599-ec29-4a79-b4b9-74803ce2ec80
630,1339,2020-06-02,2022-01-14,2023-07-13,UPS,5dd9e968-4e0d-4495-a111-c9a6d25511cd
631,818,2022-05-30,2022-09-11,,DHL,d4d62e53-7bbf-45f1-9ccf-eb000c5529d1
632,283,2021-04-02,2023-01-25,2020-08-31,UPS,61fbc036-fb29-419d-a114-e331f6cf4640
633,599,2023-08-03,2022-11-28,2020-03-04,Local Courier,bc25ca04-0f54-4be7-b364-e85f7a5fa0d5
634,2584,2020-07-30,2022-01-04,,USPS,d745ca70-7009-493b-a58c-19a61e7a42fa
635,596,2020-10-04,2023-06-12,,DHL,
636,1423,2020-11-30,2023-09-17,,UPS,
637,2581,2021-02-11,2022-09-10,,USPS,cb4e47d3-1e77-4735-a5b9-f3835c091345
638,2847,2023-04-04,2023-07-07,2023-02-20,Local Courier,a197d66b-6900-4089-b01e-fb5238f8f803
639,1363,2021-04-13,2021-04-05,,USPS,38f10c4b-979f-474c-9835-d22c4e66c6ea
640,1426,2020-01-17,2021-01-30,2021-06-16,DHL,
641,1043,2023-07-07,2021-03-20,,DHL,
642,317,2020-04-12,2023-04-30,2022-08-10,DHL,
643,2979,2023-05-12,2021-12-20,2021-03-04,USPS,
644,1123,2020-08-06,2020-07-22,,UPS,a189fe44-65fe-40bc-9295-500b6c9cfc95
645,76,2021-02-21,2023-06-20,,FedEx,
646,2032,2022-03-25,2023-02-07,2022-09-26,USPS,b2e74b2e-e492-4e77-8d69-ca454414625a
647,2451,2020-10-04,2021-07-05,2022-06-14,DHL,
648,2196,2021-11-01,2022-03-03,,USPS,f57305b3-c521-4ee6-98cd-bb22c83b0777
649,2658,2022-10-16,2021-11-30,2023-10-18,UPS,
650,2680,2021-08-02,2020-06-18,2021-09-16,Local Courier,60f5f229-a5cf-4bb7-874c-60ba4af54dec
651,1801,2023-11-15,2020-10-18,2021-04-20,DHL,e1c2b1a4-e6c6-4e70-a510-b59afdef84de
652,65,2023-01-25,2022-04-06,2020-12-07,Local Courier,
653,1743,2022-05-19,2020-07-08,2023-09-27,USPS,8bf3b13d-d6fe-4e09-b8f1-fc6bfd40e795
654,2432,2020-06-05,2021-08-05,,DHL,
655,2433,2022-10-17,2020-11-29,2020-08-17,UPS,34b74804-c5fd-47f7-9686-76174cf092ad
656,2972,2021-09-25,2021-12-08,,Local Courier,590bb50e-6252-44e0-89e3-cadb221eadb8
657,1809,2023-01-26,2022-12-07,2023-10-04,USPS,f6ef01c3-e1b7-4196-91c2-38168697870f
658,1201,2023-08-28,2020-10-23,2023-08-26,DHL,
659,139,2022-12-11,2022-10-28,,FedEx,73f837d4-e8bc-4e60-9467-6308bb58bb49
660,2516,2022-04-13,2020-03-06,2020-05-03,DHL,2f016ae7-818c-4734-8b5b-e7358b0df2c0
661,2311,2020-11-28,2020-12-31,2023-05-20,FedEx,
662,2477,2020-01-31,2023-01-19,2022-08-20,UPS,da5a0123-7397-47d8-9207-71abed9d72cf
663,1372,2020-06-26,2021-02-05,,DHL,4b45da2d-1a1e-4532-9525-cb6d4e995304
664,1111,2023-12-19,2022-02-20,2020-12-01,USPS,8aad2aa7-2e31-4f13-bf0b-369fd4ce8d07
