returnid,orderid,productid,returndate,returnreason,refundamount
2310,10,88,2020-03-03,Not as Described,331.86
2311,2440,3069,2023-03-14,Not as Described,670.44
2312,2491,2114,2021-03-12,Damaged,593.44
2313,1086,1807,2022-10-10,Not as Described,324.21
2314,1979,2036,2022-10-04,Not as Described,492.86
2315,1673,1972,2022-02-01,Wrong Item,506.53
2316,1799,347,2021-04-09,Damaged,988.89
2317,648,2203,2020-01-05,Damaged,556.32
2318,2339,1529,2022-04-24,Not as Described,82.70
2319,2378,571,2023-08-11,Other,736.63
2320,90,976,2020-11-22,Damaged,698.48
2321,1471,411,2020-08-18,Not as Described,29.10
2322,744,2722,2023-09-21,Damaged,90.14
2323,1079,1121,2020-04-26,Damaged,893.82
2324,782,687,2021-07-28,Wrong Item,641.10
2325,2343,1788,2023-02-03,Damaged,161.38
2326,962,1379,2020-11-12,Damaged,699.50
2327,220,614,2020-06-03,Other,679.09
2328,1035,202,2023-09-06,Not as Described,270.74
2329,2708,750,2020-10-08,Damaged,203.17
2330,1707,914,2023-08-04,Other,451.95
2331,586,1114,2021-10-07,Other,244.67
2332,1338,418,2021-09-07,Damaged,34.48
2333,736,1106,2023-07-10,Other,51.09
2334,605,1526,2020-10-06,Other,710.79
2335,2112,2064,2022-09-14,Damaged,566.80
2336,1069,1260,2023-10-19,Wrong Item,530.89
2337,416,144,2020-02-19,Not as Described,69.27
2338,2357,1393,2023-02-16,Other,364.61
2339,1886,1755,2022-03-13,Damaged,793.90
2340,91,1532,2023-06-18,Damaged,413.90
2341,122,2421,2020-08-15,Not as Described,941.18
2342,419,2161,2022-02-07,Damaged,705.25
2343,1530,422,2021-08-08,Not as Described,233.77
2344,69,2067,2023-05-12,Not as Described,365.34
2345,2042,625,2020-02-17,Not as Described,714.44
2346,1966,2616,2020-03-19,Damaged,728.26
2347,1583,1733,2020-12-19,Not as Described,59.61
2348,2321,430,2022-03-21,Damaged,40.06
2349,203,1667,2021-12-18,Other,265.97
2350,2011,2909,2020-06-19,Not as Described,668.41
2351,1906,2268,2021-06-27,Wrong Item,993.29
2352,872,2000,2022-02-23,Other,922.95
2353,1980,2413,2020-09-23,Not as Described,140.87
2354,2702,986,2023-05-13,Wrong Item,432.78
2355,2924,604,2021-09-14,Damaged,477.99
2356,2170,885,2021-10-09,Wrong Item,663.90
2357,525,992,2021-02-21,Not as Described,416.73
2358,971,335,2023-04-12,Wrong Item,79.06
2359,1462,580,2021-09-21,Wrong Item,817.04
2360,222,761,2023-07-19,Not as Described,614.16
2361,170,3050,2022-03-07,Other,97.36
2362,821,2149,2021-10-26,Damaged,481.10
2363,1883,1919,2023-05-08,Wrong Item,348.02
2364,2894,206,2022-01-14,Wrong Item,32.29
2365,1202,1913,2022-01-11,Wrong Item,352.81
2366,2059,498,2021-06-22,Damaged,975.12
2367,157,42,2023-09-07,Damaged,492.92
2368,1724,2030,2021-10-01,Other,523.02
2369,297,2049,2021-09-15,Wrong Item,701.50
2370,1311,2521,2023-07-03,Damaged,509.34
2371,1872,1333,2020-08-04,Other,79.45
2372,307,2010,2022-12-26,Wrong Item,695.44
2373,2934,1759,2021-07-11,Not as Described,898.76
2374,2528,1400,2021-03-27,Wrong Item,270.89
2375,204,1441,2022-03-14,Not as Described,248.29
2376,179,2053,2020-07-22,Wrong Item,501.91
2377,1558,501,2020-04-03,Not as Described,506.31
2378,1880,2256,2021-10-07,Not as Described,768.91
2379,2011,2909,2021-06-18,Not as Described,485.87
2380,787,1926,2023-06-29,Damaged,598.86
2381,181,1608,2021-11-08,Other,860.44
2382,1080,2338,2020-10-28,Damaged,312.91
2383,2479,1855,2021-02-18,Damaged,665.10
2384,1085,766,2022-12-15,Wrong Item,913.84
2385,937,2539,2021-09-23,Not as Described,832.18
2386,1370,846,2023-08-23,Damaged,303.22
2387,497,1864,2021-02-02,Not as Described,987.32
2388,897,766,2020-10-29,Other,448.99
2389,1608,2249,2021-10-22,Not as Described,635.66
2390,916,265,2023-04-12,Wrong Item,232.59
2391,2262,2066,2022-06-22,Not as Described,327.69
2392,1906,3024,2021-08-03,Other,378.27
2393,1841,1846,2020-01-26,Wrong Item,792.58
2394,329,103,2022-04-20,Other,831.85
2395,689,1611,2022-12-03,Damaged,697.04
2396,2915,1443,2021-11-08,Wrong Item,941.88
2397,2877,1556,2020-02-06,Damaged,88.64
2398,2197,380,2021-04-28,Wrong Item,944.03
2399,84,1645,2022-10-25,Not as Described,728.79
2400,980,2482,2023-07-14,Not as Described,851.18
2401,249,1686,2022-09-19,Wrong Item,42.18
2402,642,2879,2021-02-12,Not as Described,249.94
2403,1760,2197,2023-08-24,Other,797.01
2404,1577,137,2021-10-03,Other,143.01
2405,1015,1253,2023-03-06,Damaged,134.80
2406,818,266,2021-05-03,Not as Described,169.85
2407,1381,400,2022-12-30,Other,61.70
2408,770,1603,2020-05-23,Wrong Item,381.26
2409,2598,3052,2021-08-07,Other,12.68
2410,809,373,2023-08-14,Not as Described,693.42
2411,1673,590,2023-12-02,Other,797.53
2412,1994,1677,2022-02-20,Not as Described,65.23
2413,1577,137,2022-06-25,Other,946.58
2414,41,954,2020-11-12,Other,670.11
2415,1584,490,2020-10-11,Damaged,88.72
2416,916,2126,2020-04-16,Damaged,474.29
2417,95,594,2023-08-04,Wrong Item,803.65
2418,2733,1976,2022-02-04,Not as Described,582.91
2419,2671,1898,2023-12-26,Not as Described,777.71
2420,2876,1279,2022-03-07,Wrong Item,761.16
2421,758,2344,2023-07-31,Not as Described,984.72
2422,563,2071,2023-05-30,Damaged,892.43
2423,1929,2262,2023-08-02,Wrong Item,275.84
2424,1477,405,2022-05-22,Other,589.13
2425,1363,1616,2021-05-02,Other,195.86
2426,2134,2072,2023-04-30,Damaged,647.30
2427,2854,1679,2021-06-27,Other,953.66
2428,3043,2321,2023-02-20,Damaged,948.55
2429,2373,1704,2021-07-30,Not as Described,16.41
2430,2012,2631,2020-10-28,Wrong Item,723.52
2431,3071,2815,2023-04-14,Wrong Item,326.95
2432,2092,1208,2021-02-26,Damaged,606.49
2433,1134,1772,2021-10-17,Damaged,860.58
2434,1498,1401,2020-10-25,Wrong Item,203.27
2435,525,991,2023-09-11,Wrong Item,373.75
2436,367,2511,2020-06-28,Not as Described,769.61
2437,184,2881,2022-08-18,Other,120.05
2438,915,2658,2021-09-30,Wrong Item,916.60
2439,679,3070,2023-07-20,Wrong Item,518.35
2440,1296,36,2023-10-29,Wrong Item,666.96
2441,2034,984,2022-11-19,Damaged,47.89
2442,980,2482,2022-12-11,Not as Described,595.02
2443,1069,1260,2020-10-21,Not as Described,92.77
2444,2365,2008,2022-11-28,Not as Described,86.66
2445,1370,2599,2023-09-02,Wrong Item,402.50
2446,1215,2891,2023-06-16,Damaged,944.00
2447,30,694,2022-05-13,Other,343.47
2448,775,1884,2023-07-21,Not as Described,143.33
2449,2478,434,2020-10-05,Not as Described,414.22
2450,1600,1430,2020-03-20,Wrong Item,544.15
2451,906,1952,2020-07-26,Wrong Item,93.65
2452,1536,2688,2023-08-21,Not as Described,482.91
2453,1290,769,2023-05-31,Damaged,500.91
2454,2048,1013,2020-01-26,Damaged,980.40
2455,1379,1595,2021-11-05,Wrong Item,505.75
2456,1729,474,2020-04-13,Damaged,449.33
2457,1096,2587,2021-03-13,Other,31.01
2458,593,1181,2021-04-15,Wrong Item,152.53
2459,448,1457,2020-06-14,Not as Described,118.33
2460,2892,2385,2023-12-10,Other,831.02
2461,2117,312,2021-05-11,Other,128.28
2462,500,1553,2021-09-15,Wrong Item,457.82
2463,1047,643,2020-03-17,Not as Described,602.10
2464,598,1455,2022-01-11,Damaged,204.35
2465,2378,2914,2022-08-07,Other,880.09
2466,140,1963,2022-10-25,Not as Described,601.12
2467,2555,2633,2022-06-10,Other,456.60
2468,2498,429,2020-09-28,Wrong Item,647.28
2469,2210,580,2021-08-11,Wrong Item,124.63
2470,709,2462,2022-02-06,Other,386.28
2471,140,433,2021-07-16,Damaged,430.30
2472,1284,1113,2022-07-16,Damaged,724.32
2473,1233,993,2021-07-15,Damaged,950.35
2474,43,1963,2020-12-14,Not as Described,987.12
2475,1798,1252,2022-02-28,Damaged,283.35
2476,2774,329,2020-07-03,Other,234.91
2477,61,11,2021-04-16,Other,107.13
2478,1027,2801,2021-05-13,Other,912.08
2479,384,765,2023-03-23,Wrong Item,25.56
2480,2375,2856,2023-09-05,Wrong Item,72.03
2481,685,1475,2020-02-06,Other,843.68
2482,3041,2954,2023-10-25,Wrong Item,607.06
2483,2055,589,2021-08-11,Wrong Item,550.43
2484,1185,1396,2023-03-25,Not as Described,114.70
2485,140,1963,2023-08-09,Other,674.20
2486,2831,2099,2022-07-16,Damaged,261.84
2487,2670,966,2021-04-16,Damaged,866.64
2488,2763,2511,2020-02-18,Other,56.26
2489,1697,499,2021-08-16,Damaged,787.89
2490,1960,2137,2022-08-27,Wrong Item,882.04
2491,1122,469,2021-08-11,Damaged,873.48
2492,1039,2033,2020-08-16,Other,835.04
2493,515,1126,2021-10-03,Other,646.28
2494,536,1198,2023-02-18,Damaged,969.87
2495,671,2907,2022-05-01,Other,327.39
2496,2102,3037,2023-03-10,Wrong Item,531.74
2497,1503,1061,2021-10-28,Wrong Item,166.16
2498,1942,1949,2020-07-01,Wrong Item,393.44
2499,1687,1394,2022-11-23,Wrong Item,194.92
2500,845,1581,2020-03-25,Damaged,772.97
2501,2934,1759,2023-02-02,Not as Described,733.92
2502,2360,928,2022-06-22,Other,348.15
2503,2326,2968,2023-07-20,Wrong Item,988.49
2504,1492,369,2022-05-31,Not as Described,467.55
2505,2350,2634,2020-06-24,Wrong Item,553.90
2506,25,209,2021-01-24,Other,473.79
2507,1358,1215,2022-07-13,Other,424.15
2508,126,2614,2023-07-26,Not as Described,250.01
2509,640,447,2023-03-10,Other,986.48
2510,1383,2439,2021-08-23,Other,685.80
2511,2077,3007,2021-05-14,Other,34.38
2512,2566,2911,2023-07-06,Other,535.84
2513,1527,2921,2020-01-22,Wrong Item,432.18
2514,2585,2050,2022-09-12,Not as Described,475.53
2515,1713,1970,2020-08-13,Wrong Item,700.46
2516,1627,2228,2021-05-02,Damaged,870.46
2517,1559,362,2020-12-06,Wrong Item,900.64
2518,2173,253,2023-07-12,Other,443.52
2519,2034,1483,2021-10-13,Not as Described,329.45
2520,644,1717,2022-05-03,Damaged,701.74
2521,2496,690,2022-02-20,Other,491.65
2522,1802,2565,2021-09-05,Damaged,166.80
2523,2156,3017,2021-12-15,Not as Described,113.64
2524,2948,1789,2022-05-19,Other,252.15
2525,1,2356,2020-09-09,Wrong Item,773.84
2526,1393,2157,2023-06-18,Wrong Item,474.37
2527,3097,1038,2020-07-21,Wrong Item,11.22
2528,1257,1264,2023-10-29,Wrong Item,389.19
2529,381,1050,2020-09-13,Wrong Item,186.66
2530,1568,433,2023-02-18,Not as Described,815.60
2531,806,3092,2021-12-03,Other,448.98
2532,1338,418,2022-09-08,Other,474.71
2533,1137,676,2022-05-08,Other,188.70
2534,1880,2256,2023-08-29,Damaged,337.73
2535,1085,766,2020-02-14,Other,925.55
2536,37,3025,2020-03-01,Damaged,729.28
2537,1206,487,2023-10-13,Wrong Item,666.03
2538,981,729,2023-02-17,Damaged,263.16
2539,2354,3082,2020-09-03,Not as Described,151.93
2540,1652,1909,2023-06-16,Not as Described,135.53
2541,2513,625,2021-06-01,Damaged,758.29
2542,2343,2370,2020-09-12,Not as Described,801.38
2543,315,1934,2021-02-24,Damaged,793.84
2544,421,3041,2021-10-09,Not as Described,113.90
2545,100,2727,2020-09-16,Wrong Item,724.11
2546,1960,2137,2020-10-18,Wrong Item,917.88
2547,1527,2704,2023-01-16,Wrong Item,695.08
2548,933,2258,2022-03-17,Damaged,418.56
2549,3024,1287,2021-07-04,Other,754.19
2550,3097,2780,2022-01-29,Wrong Item,893.07
2551,2570,925,2022-06-18,Other,44.07
2552,1103,227,2021-06-19,Damaged,890.97
2553,2758,1051,2022-02-08,Damaged,739.19
2554,1763,2042,2022-02-09,Other,942.75
2555,1469,94,2020-01-17,Other,97.99
2556,1572,577,2020-12-01,Other,839.86
2557,613,1806,2020-07-31,Other,200.73
2558,2792,1978,2023-06-16,Other,540.02
2559,1284,2425,2022-05-14,Other,898.19
2560,459,1370,2023-05-22,Other,875.51
2561,2342,1794,2023-02-20,Wrong Item,271.94
2562,2621,1091,2021-05-21,Damaged,458.96
2563,1844,771,2020-11-16,Other,38.14
2564,1578,1464,2020-03-29,Wrong Item,221.13
2565,1802,1399,2022-05-22,Wrong Item,715.83
2566,2128,3040,2020-05-12,Other,909.56
2567,2576,2618,2020-12-01,Not as Described,213.16
2568,2954,1367,2020-07-08,Wrong Item,223.77
2569,664,1028,2023-11-19,Not as Described,422.55
2570,1242,2880,2020-06-13,Other,123.47
2571,819,316,2021-01-29,Other,573.54
2572,988,933,2023-08-03,Damaged,617.24
2573,1443,1455,2020-09-01,Not as Described,310.21
2574,1215,2891,2023-10-14,Not as Described,509.33
2575,1498,2150,2023-01-26,Wrong Item,133.33
2576,154,620,2021-03-04,Not as Described,973.54
2577,1798,1252,2021-02-24,Damaged,191.55
2578,1038,2724,2021-10-29,Not as Described,608.09
2579,1848,194,2020-09-12,Other,567.10
2580,1560,2133,2022-08-10,Wrong Item,774.67
2581,496,861,2020-10-23,Other,691.97
2582,553,2312,2023-09-30,Wrong Item,978.04
2583,980,2482,2022-06-17,Wrong Item,977.94
2584,576,2157,2021-10-27,Other,547.87
2585,601,1551,2023-05-27,Other,988.37
2586,215,1348,2022-01-28,Other,590.65
2587,980,2482,2023-09-21,Other,580.60
2588,113,582,2021-07-02,Damaged,805.60
2589,2357,1393,2021-04-20,Wrong Item,776.60
2590,381,1050,2023-06-09,Other,648.71
2591,310,1233,2020-05-15,Wrong Item,158.77
2592,588,1514,2021-08-03,Other,630.80
2593,918,1180,2022-03-11,Not as Described,32.84
2594,1966,2256,2020-05-11,Other,627.37
2595,1670,355,2023-09-29,Not as Described,447.83
2596,2196,1447,2021-12-25,Wrong Item,645.82
2597,1134,2894,2023-05-02,Not as Described,657.63
2598,1425,2039,2022-06-11,Damaged,511.88
2599,1748,3087,2022-03-17,Damaged,677.84
2600,945,2979,2020-07-21,Other,783.40
2601,2318,1780,2020-04-12,Wrong Item,75.70
2602,500,1032,2020-09-03,Other,679.00
2603,394,2888,2023-09-18,Not as Described,52.52
2604,1554,151,2020-06-21,Damaged,137.37
2605,2555,2633,2023-04-17,Wrong Item,849.54
2606,2209,2187,2021-05-06,Not as Described,363.77
2607,2814,934,2023-01-03,Damaged,260.96
2608,2511,923,2021-04-05,Wrong Item,665.69
2609,735,2847,2022-07-14,Not as Described,916.11
2610,821,333,2022-07-19,Damaged,354.71
2611,1342,216,2023-10-13,Wrong Item,417.24
2612,2356,2383,2021-01-04,Wrong Item,119.50
2613,1290,769,2021-02-16,Other,821.42
2614,2407,1991,2020-08-13,Other,999.40
2615,127,400,2023-11-15,Wrong Item,165.73
2616,1910,102,2022-02-21,Other,640.99
2617,1434,1838,2022-11-01,Other,513.82
2618,266,175,2023-06-14,Damaged,697.54
2619,1457,2991,2023-07-13,Not as Described,346.51
2620,1507,1845,2022-03-25,Not as Described,612.27
2621,506,1078,2021-05-26,Other,221.30
2622,2546,1856,2023-07-31,Damaged,952.06
2623,1024,572,2020-08-03,Damaged,60.23
2624,2914,6,2020-09-29,Wrong Item,804.34
2625,1926,1505,2023-11-16,Other,716.28
2626,868,2599,2022-04-09,Damaged,607.33
2627,689,1611,2023-01-22,Other,198.66
2628,2740,577,2020-11-12,Not as Described,566.17
2629,671,402,2023-08-26,Damaged,119.40
2630,1335,1793,2021-07-21,Other,680.75
2631,828,350,2023-03-26,Wrong Item,680.11
2632,2819,1865,2023-08-20,Other,130.58
2633,47,910,2020-08-19,Damaged,963.50
2634,1069,227,2021-09-25,Wrong Item,471.78
2635,2792,1978,2021-03-21,Wrong Item,781.38
2636,1864,1495,2020-08-11,Not as Described,590.00
2637,901,1726,2023-07-07,Other,360.31
2638,2593,2182,2020-08-12,Other,609.85
2639,191,1126,2020-10-13,Other,730.53
2640,1862,2732,2021-09-23,Damaged,505.26
2641,1471,2476,2022-01-02,Damaged,147.50
2642,502,471,2023-11-02,Other,824.71
2643,1867,2126,2020-11-26,Not as Described,495.70
2644,2263,1652,2020-05-30,Not as Described,389.75
2645,2011,2162,2023-08-01,Damaged,968.77
2646,2370,223,2022-07-05,Not as Described,432.53
2647,1800,1193,2023-03-05,Wrong Item,561.58
2648,2523,145,2022-02-18,Damaged,930.41
2649,3070,3024,2021-01-18,Other,19.14
2650,98,1971,2022-08-06,Other,91.90
2651,3044,749,2020-12-19,Wrong Item,407.59
2652,688,2864,2021-12-31,Other,817.08
2653,2323,148,2023-06-01,Not as Described,87.77
2654,2643,1690,2020-05-26,Other,899.95
2655,1277,1677,2023-02-03,Wrong Item,234.18
2656,1983,33,2023-09-22,Other,167.50
2657,2946,158,2023-02-25,Wrong Item,747.18
2658,1179,389,2022-09-06,Not as Described,429.07
2659,1471,411,2020-02-13,Other,742.94
2660,2748,2160,2022-11-02,Other,342.45
2661,761,1137,2022-05-25,Other,544.84
2662,447,704,2020-07-11,Damaged,368.56
2663,90,887,2022-02-28,Other,206.53
2664,2504,2222,2022-07-01,Other,414.47
2665,2721,2779,2023-04-07,Not as Described,296.07
2666,1409,1526,2023-04-12,Not as Described,492.49
2667,280,291,2020-10-11,Damaged,708.56
2668,1334,500,2021-11-12,Not as Described,104.03
2669,2405,3095,2021-03-14,Damaged,978.85
2670,1096,2587,2023-04-13,Not as Described,654.46
2671,1460,735,2020-10-20,Not as Described,150.13
2672,2454,352,2020-02-29,Other,518.07
2673,645,81,2021-02-28,Not as Described,436.59
2674,496,861,2020-10-14,Other,395.74
2675,1000,3087,2020-02-02,Damaged,699.72
2676,3042,151,2022-03-04,Not as Described,681.08
2677,2031,2848,2020-03-10,Damaged,723.42
2678,576,802,2020-05-11,Not as Described,889.78
2679,2922,883,2021-01-22,Not as Described,401.67
2680,2243,2393,2023-08-24,Other,868.05
2681,266,587,2023-08-27,Not as Described,310.43
2682,879,1895,2023-06-04,Wrong Item,229.63
2683,2671,385,2023-04-10,Wrong Item,351.46
2684,2755,2186,2022-05-22,Not as Described,514.55
2685,1435,1680,2021-12-10,Damaged,241.99
2686,2745,239,2020-01-06,Other,827.85
2687,2102,3037,2023-10-10,Other,851.79
2688,1719,2618,2020-09-16,Wrong Item,661.42
2689,1593,2723,2020-09-07,Damaged,15.03
2690,567,2299,2020-08-23,Not as Described,914.07
2691,186,1394,2021-08-10,Damaged,376.15
2692,111,1009,2023-06-14,Other,700.37
2693,722,145,2023-09-06,Damaged,580.00
2694,1769,2074,2023-07-05,Wrong Item,426.67
2695,3070,63,2020-05-15,Damaged,484.22
2696,2808,695,2021-09-22,Damaged,939.70
2697,640,447,2023-05-04,Not as Described,884.02
2698,553,2312,2021-09-20,Other,340.43
2699,2252,2014,2023-05-13,Wrong Item,399.29
2700,264,1529,2023-12-30,Wrong Item,866.92
2701,1201,132,2020-01-27,Not as Described,259.20
2702,966,1796,2020-10-18,Wrong Item,997.45
2703,1855,1331,2020-07-25,Damaged,66.30
2704,397,1487,2021-03-27,Wrong Item,268.74
2705,515,1126,2021-01-09,Other,638.73
2706,460,597,2022-01-01,Wrong Item,935.73
2707,2418,108,2023-03-10,Damaged,483.99
2708,2901,268,2023-12-25,Not as Described,273.03
2709,170,979,2021-12-18,Other,178.46
2710,775,2091,2021-08-06,Other,882.90
2711,795,2357,2020-03-11,Damaged,455.37
2712,2148,660,2022-10-17,Damaged,973.58
2713,95,594,2023-02-27,Damaged,96.52
2714,3044,749,2022-11-15,Wrong Item,489.34
2715,65,1936,2020-01-24,Damaged,29.60
2716,50,3048,2023-08-12,Damaged,963.73
2717,1069,227,2020-04-14,Other,723.07
2718,1808,1567,2022-01-21,Damaged,136.11
2719,769,1253,2021-10-06,Not as Described,421.70
2720,2163,2016,2021-05-03,Wrong Item,449.78
2721,270,312,2023-07-09,Damaged,669.19
2722,2048,850,2021-07-27,Other,873.66
2723,2330,232,2022-05-20,Damaged,68.96
2724,733,1406,2021-08-19,Not as Described,139.56
2725,1659,1872,2022-09-16,Other,763.75
2726,774,1729,2021-12-18,Not as Described,124.05
2727,1669,983,2020-11-09,Damaged,523.67
2728,300,1476,2023-08-23,Not as Described,588.79
2729,459,1370,2021-07-08,Not as Described,615.85
2730,2169,353,2022-09-24,Not as Described,391.69
2731,14,616,2020-02-27,Wrong Item,395.73
2732,1327,2033,2020-08-08,Wrong Item,155.79
2733,1600,1430,2021-07-26,Other,456.54
2734,809,373,2021-01-03,Other,811.43
2735,1583,927,2022-12-25,Damaged,703.94
2736,1449,1137,2023-03-02,Not as Described,335.89
2737,881,1745,2023-09-13,Wrong Item,420.42
2738,321,213,2020-03-15,Not as Described,813.55
2739,2115,342,2023-01-01,Damaged,378.34
2740,3055,1733,2023-05-15,Not as Described,695.64
2741,1965,3000,2021-07-29,Other,519.93
2742,385,2732,2023-03-31,Wrong Item,136.09
2743,598,1455,2022-02-14,Wrong Item,599.47
2744,2959,2680,2023-09-28,Wrong Item,445.88
2745,2752,966,2021-05-05,Other,430.92
2746,3050,2499,2023-07-08,Wrong Item,661.68
2747,523,326,2021-04-14,Not as Described,739.42
2748,1647,2422,2022-08-29,Damaged,73.26
2749,1250,2886,2023-03-01,Wrong Item,157.43
2750,2200,2611,2020-02-21,Not as Described,692.74
2751,1542,424,2021-08-16,Other,123.89
2752,413,2431,2022-11-20,Damaged,21.56
2753,1820,301,2022-05-22,Not as Described,422.23
2754,1497,2231,2022-07-28,Damaged,41.80
2755,530,1392,2022-05-17,Other,930.96
2756,866,2277,2020-06-12,Not as Described,425.99
2757,2793,1193,2021-01-18,Not as Described,491.36
2758,1722,1204,2023-03-16,Other,309.68
2759,1748,2943,2021-06-04,Wrong Item,622.85
2760,2002,2593,2020-02-23,Wrong Item,747.75
2761,1737,1577,2023-07-04,Not as Described,209.04
2762,70,1358,2021-06-09,Not as Described,323.46
2763,2122,1741,2023-04-13,Not as Described,82.87
2764,1274,1104,2023-01-27,Wrong Item,704.55
2765,918,1632,2020-11-03,Other,578.16
2766,3027,1507,2020-07-31,Other,131.31
2767,203,1667,2022-04-06,Damaged,948.89
2768,694,575,2023-08-25,Wrong Item,192.71
2769,2833,1808,2020-10-09,Damaged,71.44
2770,3030,1160,2022-12-08,Not as Described,124.66
2771,1907,35,2020-10-04,Not as Described,497.75
2772,1400,2366,2021-03-15,Damaged,334.55
2773,2796,2140,2021-12-20,Other,566.68
2774,2115,342,2023-05-02,Damaged,159.89
2775,2657,2910,2021-02-04,Not as Described,931.26
2776,1798,2977,2022-09-12,Damaged,883.27
2777,2765,1703,2021-08-03,Damaged,426.83
2778,735,1681,2023-02-09,Damaged,584.28
2779,295,1802,2023-05-08,Wrong Item,617.35
2780,135,2878,2023-04-02,Damaged,889.69
2781,2163,2016,2023-08-15,Wrong Item,107.07
2782,2994,1445,2023-10-01,Damaged,930.06
2783,1067,282,2021-05-20,Wrong Item,315.31
2784,1267,793,2023-09-30,Damaged,207.95
2785,2595,1240,2022-09-13,Damaged,433.65
2786,1254,1648,2021-02-11,Damaged,230.84
2787,576,802,2023-11-02,Not as Described,496.85
2788,2313,71,2021-12-28,Wrong Item,90.06
2789,277,208,2020-04-11,Not as Described,132.88
2790,2088,521,2023-09-05,Damaged,967.86
2791,2139,1525,2023-03-13,Wrong Item,890.53
2792,2088,2912,2023-12-03,Damaged,740.86
2793,822,1535,2022-06-26,Wrong Item,161.45
2794,256,1085,2021-07-14,Other,376.57
2795,2501,560,2022-03-03,Other,532.45
2796,747,2738,2021-01-12,Not as Described,502.48
2797,2241,3053,2020-08-08,Wrong Item,495.04
2798,2794,1632,2020-11-19,Wrong Item,382.99
2799,2141,2135,2022-09-24,Other,503.21
2800,372,226,2023-08-04,Wrong Item,462.36
2801,1896,529,2021-07-18,Other,427.02
2802,2378,571,2020-11-26,Damaged,601.30
2803,833,2361,2020-07-18,Not as Described,294.13
2804,796,821,2021-12-04,Damaged,823.60
2805,1345,1066,2021-10-18,Wrong Item,488.43
2806,757,62,2022-04-04,Other,343.08
2807,1130,2473,2020-08-31,Other,489.25
2808,218,13,2022-11-27,Other,484.67
2809,1895,2179,2020-04-26,Other,27.04
2810,2491,25,2022-11-29,Wrong Item,298.67
2811,1446,2504,2023-01-11,Damaged,871.91
2812,1278,891,2023-02-11,Wrong Item,722.30
2813,1892,1138,2023-10-20,Other,638.11
2814,1635,115,2020-09-12,Damaged,872.87
2815,226,1870,2023-04-09,Wrong Item,276.55
2816,2048,1013,2020-03-06,Not as Described,829.12
2817,81,2731,2020-08-22,Wrong Item,752.23
2818,2733,1976,2021-12-27,Other,994.78
2819,1536,2361,2020-02-25,Not as Described,594.12
2820,1634,2294,2020-05-05,Damaged,427.34
2821,2676,2412,2020-06-02,Damaged,475.96
2822,2587,1944,2021-02-12,Wrong Item,535.19
2823,1983,1341,2020-02-23,Damaged,76.66
2824,784,1070,2022-03-22,Not as Described,474.46
2825,796,821,2022-06-28,Other,47.20
2826,1913,1714,2020-04-15,Wrong Item,680.13
2827,2407,983,2022-09-02,Damaged,776.90
2828,898,2665,2020-04-15,Damaged,787.74
2829,1638,502,2020-05-25,Wrong Item,277.71
2830,2113,649,2020-12-07,Other,235.60
2831,1355,3012,2020-05-23,Not as Described,49.74
2832,2184,1743,2020-07-26,Damaged,373.83
2833,2840,2424,2020-08-10,Wrong Item,675.20
2834,1758,2451,2022-10-14,Other,693.66
2835,1699,2020,2023-11-21,Other,328.34
2836,1408,889,2021-02-28,Other,784.09
2837,2406,1824,2021-04-22,Other,803.37
2838,2326,2968,2020-01-04,Other,698.80
2839,389,1979,2020-02-15,Other,368.69
2840,3033,3023,2021-07-07,Wrong Item,999.17
2841,1202,1913,2021-06-04,Other,431.29
2842,1283,195,2020-02-17,Not as Described,760.72
2843,2807,1039,2021-04-14,Damaged,742.46
2844,91,2240,2022-06-12,Not as Described,665.87
2845,1165,904,2023-11-20,Other,132.18
2846,1284,1061,2023-07-31,Damaged,926.40
2847,449,1732,2022-07-22,Other,773.07
2848,1235,2303,2022-02-09,Wrong Item,786.65
2849,692,1705,2023-03-16,Other,643.18
2850,2588,1166,2020-12-29,Other,244.21
2851,1041,1961,2023-01-18,Wrong Item,432.44
2852,2180,2759,2023-05-08,Wrong Item,546.66
2853,1171,3080,2020-02-14,Other,962.74
2854,1221,1180,2023-06-09,Wrong Item,907.10
2855,868,2599,2023-08-05,Wrong Item,978.72
2856,423,2009,2023-06-23,Other,280.23
2857,2871,2791,2022-09-08,Damaged,440.87
2858,256,1221,2022-01-13,Wrong Item,814.23
2859,505,2611,2021-08-28,Other,576.21
2860,2481,2946,2022-03-05,Damaged,553.04
2861,1045,1714,2021-04-29,Other,122.15
2862,763,1328,2021-02-12,Damaged,949.83
2863,2831,2099,2022-12-08,Not as Described,367.57
2864,2922,883,2023-05-05,Other,186.61
2865,2978,1540,2020-05-22,Wrong Item,323.44
2866,2440,3069,2023-03-23,Other,507.34
2867,1293,2964,2022-09-30,Other,756.51
2868,2315,952,2020-11-08,Wrong Item,939.14
2869,2447,72,2022-07-20,Damaged,361.58
2870,1777,2098,2021-04-11,Not as Described,663.39
2871,2794,2245,2022-11-15,Wrong Item,786.34
2872,1738,2769,2020-03-16,Not as Described,415.51
2873,1354,2525,2021-11-13,Damaged,783.30
2874,329,509,2022-02-11,Other,190.61
2875,1236,1931,2023-09-18,Wrong Item,221.77
2876,993,2426,2020-06-24,Not as Described,518.95
2877,598,1455,2021-07-21,Not as Described,830.36
2878,710,1,2023-12-29,Wrong Item,849.93
2879,1347,2277,2021-12-21,Other,604.98
